event_time,new_order_ids,completed_ids,locked_ids,pending_count,reoptimized_order_count,frozen_future_order_count,warm_start_count,population_size,max_generations,actual_generations,elapsed_seconds,time_budget_hit,early_stop_triggered,fallback_used,fallback_level,best_fitness,final_A_count,final_B_count,final_C_count,unserved_order_ids
600.0,ORD-DYN-TEST-01,,,10,9,2,16,30,60,0,10.322145700454712,True,False,False,none,66012.76850307219,11,0,0,
600.0,ORD-DYN-TEST-01,,,10,9,2,16,30,60,0,10.724911212921143,True,False,False,none,63082.987806792975,10,0,1,
600.0,ORD-DYN-TEST-01,,,10,9,2,15,30,60,0,9.796571731567383,True,False,False,none,59432.190479537865,10,0,1,
600.0,ORD-DYN-TEST-01,,,10,9,2,15,30,60,0,11.126056909561157,True,False,False,none,6688.0172727179215,10,0,1,
600.0,ORD-DYN-TEST-01,,,10,9,2,16,30,60,0,7.311644554138184,True,False,False,none,-656.3341875642946,6,4,1,
120.6,,,ORD-STATIC-01,9,8,1,12,30,60,0,9.35326361656189,True,False,False,none,-1393.49983525679,5,4,0,
210.6,,,,11,8,3,11,30,60,0,10.75540566444397,True,False,False,none,9620.89339702453,10,1,0,
450.6,,,,11,8,3,12,30,60,0,11.084419012069702,True,False,False,none,3210.390310343403,8,0,3,
570.6,,,,9,8,1,11,30,60,0,10.365362405776978,True,False,False,none,5290.716753100911,9,0,0,
870.6,,,,7,7,0,11,30,60,0,7.732222557067871,True,False,False,none,1827.0936724959997,6,1,0,
930.6,,,,8,8,0,11,30,60,0,10.061739683151245,True,False,False,none,1469.4817959847562,6,2,0,
1140.6,,,,8,8,0,12,30,60,0,7.4527013301849365,True,False,False,none,1678.1724154390172,6,2,0,
1290.6,,,,8,8,0,11,30,60,0,7.074594736099243,True,False,False,none,1660.854272334915,6,2,0,
1560.6,,,,8,8,0,12,30,60,0,6.735918045043945,True,False,False,none,2723.4905171543232,6,2,0,
1740.6,,,,8,8,0,12,30,60,0,7.123047351837158,True,False,False,none,3368.8841971669267,7,1,0,
1781.6,,,,9,8,1,11,30,60,0,7.711250066757202,True,False,False,none,12121.319545005375,8,1,0,
1838.6,,,ORD-STATIC-01,9,8,1,10,30,60,0,7.176130533218384,True,False,False,none,8068.977034296751,8,0,1,
1956.6,,,,9,8,1,11,30,60,0,8.934998750686646,True,False,False,none,24580.039210240935,9,0,0,
1993.6,,,,10,8,2,10,30,60,0,8.037168025970459,True,False,False,none,22652.283590124534,10,0,0,
2048.6,,,,11,8,3,11,30,60,0,11.350807905197144,True,False,False,none,25262.55932741995,10,1,0,
2091.6,,,,12,8,4,12,30,60,0,14.319821119308472,True,False,False,none,34151.31664874073,11,1,0,
2194.6,,,,12,8,4,10,30,60,0,11.588404655456543,True,False,False,none,45356.452113847845,11,1,0,
2232.6,,,,13,8,5,10,30,60,0,13.173753499984741,True,False,False,none,28858.417453296588,10,0,3,
2269.6,,,,11,8,3,11,30,60,0,10.838766813278198,True,False,False,none,20055.245962563695,11,0,0,
2348.6,,,,12,8,4,11,30,60,0,12.529934406280518,True,False,False,none,24285.41077318491,11,1,0,
2449.6,,,,12,8,4,9,30,60,0,11.784603118896484,True,False,False,none,5968.67543890191,9,0,3,
2521.6,,,,12,8,4,11,30,60,0,10.325233936309814,True,False,False,none,26703.444924622137,12,0,0,
2570.6,,,,13,8,5,11,30,60,0,11.552045822143555,True,False,False,none,7671.950682851533,10,0,3,
2652.6,,,,11,8,3,10,30,60,0,9.62145471572876,True,False,False,none,13142.73712483992,11,0,0,
2740.6,,,,12,8,4,11,30,60,0,11.764180660247803,True,False,False,none,20528.21894426086,11,1,0,
2792.6,,,,12,8,4,12,30,60,0,12.497150182723999,True,False,False,none,29341.76094565295,11,1,0,
2847.6,,,,13,8,5,11,30,60,0,14.174775123596191,True,False,False,none,40764.54787821901,12,1,0,
2896.6,,,,14,8,6,12,30,60,0,15.065809488296509,True,False,False,none,54874.912793975214,13,1,0,
2946.6,,,,14,8,6,12,30,60,0,14.877326726913452,True,False,False,none,54912.061503214885,12,1,1,
2947.6,,,,14,8,6,11,30,60,0,27.32632040977478,True,False,False,none,70393.60812779768,13,1,0,
3003.6,,,,14,8,6,12,30,60,1,30.68906855583191,True,False,False,none,61230.85559399457,13,0,1,
600.0,ORD-DYN-TEST-01,,,10,9,2,16,30,60,0,5.415088653564453,True,False,False,none,877.0960509252357,7,3,1,
600.0,ORD-DYN-TEST-01,,,10,9,2,16,30,60,0,5.985279083251953,True,False,False,none,877.0960509252357,7,3,1,
120.9,,,ORD-STATIC-01,9,8,1,12,30,60,0,8.120878219604492,True,False,False,none,-1393.7990595523006,5,4,0,
210.9,,,,11,8,3,11,30,60,0,9.335185289382935,True,False,False,none,9626.893397024523,10,1,0,
600.0,ORD-DYN-TEST-01,,,10,9,2,16,30,60,0,5.184803009033203,True,False,False,none,877.0960509252357,7,3,1,
600.0,ORD-DYN-TEST-01,,,10,9,2,16,30,60,0,4.747899055480957,True,False,False,none,877.0960509252357,7,3,1,
600.0,ORD-DYN-TEST-01,,,10,9,2,16,30,60,0,5.168469190597534,True,False,False,none,877.0960509252357,7,3,1,
120.7,,,,9,8,1,12,30,60,0,7.170051336288452,True,False,False,none,-1422.0091178135758,5,4,0,
210.7,,,,10,8,2,12,30,60,0,8.08578610420227,True,False,False,none,2241.8484644437444,9,1,0,
450.7,,,,10,8,2,12,30,60,0,7.7309253215789795,True,False,False,none,2565.4438205088636,8,2,0,
570.7,,,,10,8,2,12,30,60,0,7.3377344608306885,True,False,False,none,1381.6175186791927,8,2,0,
870.7,,,,10,8,2,12,30,60,0,8.464297533035278,True,False,False,none,1340.8458334375575,8,2,0,
930.7,,,,11,8,3,11,30,60,0,8.29244089126587,True,False,False,none,1426.858936920322,9,2,0,
1140.7,,,,11,8,3,12,30,60,0,8.13107442855835,True,False,False,none,2132.693748356016,8,2,1,
1290.7,,,,9,8,1,11,30,60,0,18.593960762023926,True,False,False,none,1192.6212651658502,7,2,0,
1291.7,,,,9,8,1,12,30,60,1,25.462968111038208,True,False,False,none,1191.6212651658502,7,2,0,
1560.7,,,ORD-STATIC-06;ORD-STATIC-05,8,8,0,12,30,60,0,34.92140746116638,True,False,False,none,3110.1144365995838,7,1,0,
1561.7,,,ORD-STATIC-06;ORD-STATIC-05,8,8,0,11,30,60,1,44.09376764297485,True,False,False,none,2231.6725151869505,6,2,0,
1562.7,,,ORD-STATIC-06;ORD-STATIC-05,8,8,0,10,30,60,1,35.69738268852234,True,False,False,none,3108.1144365995838,7,1,0,
1742.7,,,,10,8,2,12,30,60,0,56.99303126335144,True,False,False,none,4338.434934790932,9,1,0,
1741.7,,,,10,8,2,12,30,60,0,62.60922312736511,True,False,False,none,3801.6542210609373,8,2,0,
1740.7,,,,10,8,2,12,30,60,0,73.15660166740417,True,False,False,none,3612.495067622989,8,2,0,
1781.7,,,,10,8,2,12,30,60,0,32.02466559410095,True,False,False,none,11831.834865115185,9,0,1,
1838.7,,,,11,8,3,11,30,60,0,51.55927228927612,True,False,False,none,19882.12981419714,8,0,3,
1993.7,,,DYN-BENCH-03,11,8,3,11,30,60,1,43.85568165779114,True,False,False,none,18046.1222620696,11,0,0,
1956.7,,,DYN-BENCH-03,11,8,3,11,30,60,1,53.73190355300903,True,False,False,none,18113.11108184148,10,0,1,
120.2,,,,11,8,3,12,30,60,0,8.80343508720398,True,False,False,none,-633.9544519297851,5,6,0,
210.2,,,,9,8,1,12,30,60,0,7.48730731010437,True,False,False,none,5453.298671641761,6,3,0,
450.2,,,,10,8,2,12,30,60,0,11.0335693359375,True,False,False,none,5598.732872024294,10,0,0,
451.2,,,,10,8,2,12,30,60,1,24.695091485977173,True,False,False,none,5237.562767137544,9,1,0,
600.0,ORD-DYN-TEST-01,,,10,9,2,16,30,60,0,13.245945692062378,True,False,False,none,1568.2857600741515,7,3,1,
600.0,ORD-DYN-TEST-01,,,10,9,2,16,30,60,0,5.9130473136901855,True,False,False,none,1745.3490373131626,7,2,2,
600.0,ORD-DYN-TEST-01,,,10,9,2,16,30,60,0,5.288171052932739,True,False,False,none,1039.4707589676032,7,3,1,
120.4,,,,10,8,2,12,30,60,0,20.732903480529785,True,False,False,none,2882.26790939368,7,3,0,
210.4,,,,11,8,3,12,30,60,0,22.866085290908813,True,False,False,none,8541.51165357395,8,3,0,
450.4,,,,10,8,2,12,30,60,0,29.749273777008057,True,False,False,none,7344.620065976256,6,4,0,
570.4,,,,10,8,2,11,30,60,0,20.313396215438843,True,False,False,none,6940.812310936162,8,0,2,
870.4,,,,8,8,0,10,30,60,0,21.07188105583191,True,False,False,none,1309.096160831346,3,5,0,
930.4,,,,9,8,1,12,30,60,0,21.380677461624146,True,False,False,none,6227.472948114484,8,1,0,
1140.4,,,,9,8,1,11,30,60,0,17.986268758773804,True,False,False,none,6973.743977415831,9,0,0,
1290.4,,,,9,8,1,11,30,60,0,16.254080772399902,True,False,False,none,6100.068984359921,8,1,0,
1561.4,,,,9,8,1,12,30,60,0,39.73555135726929,True,False,False,none,5653.52734511172,7,2,0,
1560.4,,,,9,8,1,12,30,60,1,48.42655539512634,True,False,False,none,4269.523331382288,5,4,0,
1740.4,,,,9,8,1,12,30,60,0,16.487416982650757,True,False,False,none,5337.804956005162,7,2,0,
1781.4,,,,10,8,2,12,30,60,0,8.284424781799316,True,False,False,none,13952.278382491051,9,0,1,
1838.4,,,,10,8,2,7,30,60,0,7.760288715362549,True,False,False,none,17414.028337724943,9,1,0,
1956.4,,,,10,8,2,11,30,60,0,8.354846954345703,True,False,False,none,25808.17256177159,9,1,0,
1993.4,,,,11,8,3,12,30,60,0,9.106394529342651,True,False,False,none,34304.09866831801,10,1,0,
2048.4,,,,11,8,3,12,30,60,0,10.81168794631958,True,False,False,none,41849.79750119937,10,1,0,
2091.4,,,,12,8,4,10,30,60,0,12.955671548843384,True,False,False,none,51889.643453599696,11,1,0,
2194.4,,,,13,8,5,11,30,60,0,15.216440916061401,True,False,False,none,61938.4472543572,12,1,0,
2232.4,,,,14,8,6,12,30,60,0,10.54172682762146,True,False,False,none,66723.11732873824,12,1,1,
120.4,,,,10,8,2,12,30,60,0,9.42498517036438,True,False,False,none,2882.26790939368,7,3,0,
210.4,,,,11,8,3,12,30,60,0,10.889858722686768,True,False,False,none,8740.247336067347,10,1,0,
450.4,,,,10,8,2,12,30,60,0,15.570286750793457,True,False,False,none,7530.909524170251,9,1,0,
570.4,,,ORD-STATIC-10,9,8,1,9,30,60,0,12.238062143325806,True,False,False,none,7066.334709554644,8,1,0,
870.4,,,,9,8,1,11,30,60,0,10.022040367126465,True,False,False,none,4705.391239955893,3,6,0,
930.4,,,,10,8,2,12,30,60,0,12.080861806869507,True,False,False,none,3469.478186397231,4,6,0,
1140.4,,,,9,8,1,12,30,60,0,13.604124069213867,True,False,False,none,5671.7668912698755,8,1,0,
1290.4,,,,10,8,2,12,30,60,0,16.676803588867188,True,False,False,none,3676.9738809806695,4,6,0,
1560.4,,,,9,8,1,12,30,60,0,18.578001976013184,True,False,False,none,5979.660963023163,8,1,0,
1740.4,,,,9,8,1,12,30,60,0,18.32243585586548,True,False,False,none,2909.160639661724,1,8,0,
1781.4,,,,10,8,2,12,30,60,0,19.910696983337402,True,False,False,none,15495.825848648929,9,1,0,
1838.4,,,,10,8,2,12,30,60,0,20.315009593963623,True,False,False,none,19314.520998458873,9,1,0,
1956.4,,,,11,8,3,12,30,60,0,14.323060035705566,True,False,False,none,29839.328839254384,10,1,0,
1993.4,,,,12,8,4,12,30,60,0,32.448864698410034,True,False,False,none,33565.43031593939,11,1,0,
1994.4,,,,12,8,4,12,30,60,1,43.05575966835022,True,False,False,none,33605.43031593939,11,1,0,
2049.4,,,,13,8,5,12,30,60,0,39.96743321418762,True,False,False,none,43646.3935775832,12,1,0,
2048.4,,,,13,8,5,11,30,60,1,53.27575874328613,True,False,False,none,43596.3935775832,12,1,0,
600.0,ORD-DYN-TEST-01,,,10,9,2,16,30,60,0,5.027941942214966,True,False,False,none,715.8035562728492,6,3,2,
120.9,,,,11,8,3,12,30,60,0,10.121395826339722,True,False,False,none,-105.16306100617703,5,6,0,
210.9,,,,11,8,3,12,30,60,0,21.355921030044556,True,False,False,none,8904.953081787158,9,2,0,
450.9,,,,10,8,2,11,30,60,0,20.374829053878784,True,False,False,none,3758.6630838153224,9,0,1,
570.9,,,,9,8,1,11,30,60,0,21.55969262123108,True,False,False,none,2771.9699095072065,6,3,0,
870.9,,,,8,8,0,12,30,60,0,15.304672956466675,True,False,False,none,2261.7920401558194,6,2,0,
930.9,,,,9,8,1,11,30,60,0,14.969263553619385,True,False,False,none,2272.213424537311,7,2,0,
1140.9,,,,10,8,2,12,30,60,0,26.546894788742065,True,False,False,none,1738.7198212507933,7,2,1,
1290.9,,,,9,8,1,12,30,60,0,19.627769470214844,True,False,False,none,1597.4507449663947,4,5,0,
1560.9,,,,8,8,0,11,30,60,0,19.466122150421143,True,False,False,none,159.00234894721916,3,5,0,
1740.9,,,,8,8,0,12,30,60,0,22.070274829864502,True,False,False,none,3201.8641882888473,3,4,1,
1781.9,,,,8,8,0,12,30,60,0,23.573980808258057,True,False,False,none,6796.367226056775,5,2,1,
1838.9,,,,7,7,0,12,30,60,0,22.513556241989136,True,False,False,none,3843.8574034901308,5,2,0,
1956.9,,,,8,8,0,12,30,60,0,24.907796621322632,True,False,False,none,3053.0208561961886,6,2,0,
1993.9,,,,9,8,1,12,30,60,0,19.338539838790894,True,False,False,none,5199.9635985658815,6,2,1,
2048.9,,,,9,8,1,12,30,60,0,17.14390540122986,True,False,False,none,4447.186983886383,7,2,0,
2091.9,,,,10,8,2,12,30,60,0,20.648046493530273,True,False,False,none,9673.439156650033,9,1,0,
2194.9,,,,10,8,2,11,30,60,0,19.508867979049683,True,False,False,none,12992.707434139566,9,1,0,
2232.9,,,,10,8,2,12,30,60,0,18.25579309463501,True,False,False,none,5283.350636088839,8,1,1,
2269.9,,,,10,8,2,12,30,60,0,20.718096494674683,True,False,False,none,9363.029624680517,9,1,0,
2348.9,,,,10,8,2,12,30,60,0,26.611604690551758,True,False,False,none,11827.232189436376,9,1,0,
2449.9,,,,11,8,3,12,30,60,0,26.26480722427368,True,False,False,none,13907.343628351162,10,1,0,
2521.9,,,,11,8,3,12,30,60,0,27.401992082595825,True,False,False,none,14484.297588205933,8,2,1,
2570.9,,,,11,8,3,8,30,60,0,28.275084257125854,True,False,False,none,17504.068915844164,10,1,0,
2652.9,,,,11,8,3,10,30,60,0,21.7697536945343,True,False,False,none,26126.320780324284,10,1,0,
2740.9,,,,12,8,4,12,30,60,0,24.30113410949707,True,False,False,none,34793.836139809806,11,1,0,
2792.9,,,,13,8,5,12,30,60,0,28.648592472076416,True,False,False,none,44466.533361722126,12,1,0,
2847.9,,,,13,8,5,12,30,60,0,26.24461054801941,True,False,False,none,54920.32993741829,12,1,0,
2896.9,,,,14,8,6,12,30,60,0,26.2783465385437,True,False,False,none,61218.88456605405,13,1,0,
2946.9,,,,14,8,6,12,30,60,0,31.193732023239136,True,False,False,none,74205.1975997865,13,1,0,
3003.9,,,,15,8,7,12,30,60,0,28.44194746017456,True,False,False,none,82854.04596166663,14,1,0,
120.3,,,,17,8,9,10,30,60,0,20.606593132019043,True,False,False,none,1369.3974566691895,13,4,0,
210.3,,,,16,8,8,11,30,60,0,39.728389263153076,True,False,False,none,1269.214405634506,12,4,0,
450.3,,,,16,8,8,12,30,60,0,24.015710830688477,True,False,False,none,22712.40146414774,12,4,0,
600.0,ORD-DYN-TEST-01,,,10,9,2,16,30,60,0,11.267871379852295,True,False,False,none,10559.851482694976,8,1,2,
600.0,ORD-ASYNC-SMOKE-01,,ORD-STATIC-01;ORD-STATIC-02,3,4,0,14,30,60,0,27.589226245880127,True,False,False,none,904.9949083518276,2,1,1,
600.0,ORD-DYN-TEST-01,,,10,9,2,16,30,60,0,8.116801261901855,True,False,False,none,10559.851482694976,8,1,2,
120.0,,,,11,8,3,11,30,60,0,84.53025341033936,True,False,False,none,1605.7874921420598,8,2,1,
121.0,,,,11,8,3,12,30,60,0,54.15930151939392,True,False,False,none,1605.7874921420598,8,2,1,
210.0,,,ORD-STATIC-10,9,8,1,10,30,60,0,36.38190031051636,True,False,False,none,163.12131107376422,5,4,0,
122.0,,,,11,8,3,12,30,60,0,67.39338779449463,True,False,False,none,1726.960214050018,9,2,0,
450.0,,,ORD-STATIC-10;ORD-STATIC-03;ORD-STATIC-06,8,8,0,12,30,60,1,35.21607851982117,True,False,False,none,1564.626174816158,6,2,0,
570.0,,,ORD-STATIC-06,10,8,2,10,30,60,1,24.16452980041504,True,False,False,none,2567.008832577216,8,2,0,
870.0,,,ORD-STATIC-09,11,8,3,12,30,60,0,23.928678512573242,True,False,False,none,1562.5723212006526,9,2,0,
120.3,,,,11,8,3,11,30,60,0,56.20317006111145,True,False,False,none,1605.7874921420594,8,2,1,
210.3,,,,9,8,1,12,30,60,0,10.548123598098755,True,False,False,none,162.82131107375744,5,4,0,
450.3,,,,9,8,1,11,30,60,0,12.141746759414673,True,False,False,none,1988.8816202425558,8,1,0,
570.3,,,,9,8,1,12,30,60,0,14.80674409866333,True,False,False,none,2127.9574646550627,8,1,0,
600.0,ORD-DYN-TEST-01,,,10,9,2,16,30,60,0,8.447567701339722,True,False,False,none,10559.851482694976,8,1,2,
120.4,,,,11,8,3,11,30,60,0,56.16801428794861,True,False,False,none,1605.7874921420591,8,2,1,
210.4,,,,9,8,1,12,30,60,0,11.677143812179565,True,False,False,none,162.72131107375526,5,4,0,
450.4,,,,9,8,1,11,30,60,0,12.014676332473755,True,False,False,none,1988.8816202425555,8,1,0,
570.4,,,,9,8,1,12,30,60,0,14.410107851028442,True,False,False,none,2127.9574646550623,8,1,0,
870.4,,,,9,8,1,12,30,60,0,13.830008745193481,True,False,False,none,1781.444711923697,8,1,0,
930.4,,,,9,8,1,12,30,60,0,14.633862495422363,True,False,False,none,1907.0165223372665,8,1,0,
1140.4,,,,9,8,1,11,30,60,0,13.483086585998535,True,False,False,none,1850.793181261506,8,1,0,
1290.4,,,,9,8,1,12,30,60,0,15.042746543884277,True,False,False,none,680.1566077200227,3,6,0,
1560.4,,,,9,8,1,12,30,60,0,16.454930782318115,True,False,False,none,2103.6891407688045,8,1,0,
1740.4,,,,9,8,1,12,30,60,0,13.108830690383911,True,False,False,none,2149.801196179393,8,1,0,
1781.4,,,,10,8,2,12,30,60,0,12.79531192779541,True,False,False,none,7903.192180154952,9,1,0,
1838.4,,,,10,8,2,12,30,60,0,15.447214603424072,True,False,False,none,10765.783281751957,8,1,1,
1956.4,,,,9,8,1,12,30,60,0,12.922319650650024,True,False,False,none,16027.921436292167,7,1,1,
1993.4,,,,10,8,2,10,30,60,0,19.163338899612427,True,False,False,none,5540.015947732683,7,1,2,
2048.4,,,,10,8,2,12,30,60,0,13.271841526031494,True,False,False,none,3083.6632660529094,7,1,2,
2091.4,,,,10,8,2,11,30,60,0,14.010131120681763,True,False,False,none,7507.165974417658,8,1,1,
2194.4,,,,10,8,2,11,30,60,0,16.643078565597534,True,False,False,none,16073.919328431019,9,0,1,
2232.4,,,,11,8,3,10,30,60,0,15.495510339736938,True,False,False,none,14666.136747579758,10,0,1,
2269.4,,,,12,8,4,12,30,60,0,16.462780952453613,True,False,False,none,15383.839078650812,11,0,1,
2348.4,,,,13,8,5,12,30,60,0,18.05077314376831,True,False,False,none,18901.66542493524,12,0,1,
2449.4,,,,14,8,6,12,30,60,0,13.820438146591187,True,False,False,none,21055.98670951512,12,0,2,
2521.4,,,,13,8,5,11,30,60,0,14.660423040390015,True,False,False,none,22345.77371450327,11,0,2,
2570.4,,,,14,8,6,11,30,60,0,17.014018774032593,True,False,False,none,25952.460704027933,12,0,2,
2652.4,,,,14,8,6,11,30,60,0,20.399443864822388,True,False,False,none,39438.40823058168,12,0,2,
2740.4,,,,15,8,7,12,30,60,0,18.45634388923645,True,False,False,none,51371.40570519667,13,0,2,
2792.4,,,,16,8,8,12,30,60,0,16.611241817474365,True,False,False,none,66276.36674361225,14,0,2,
2847.4,,,,17,8,9,12,30,60,0,20.12997078895569,True,False,False,none,84134.24312136817,15,0,2,
2896.4,,,,17,8,9,12,30,60,0,18.340285301208496,True,False,False,none,102874.60650799835,15,0,2,
2946.4,,,,17,8,9,11,30,60,0,16.20300841331482,True,False,False,none,121959.04756151723,17,0,0,
3003.4,,,,17,8,9,11,30,60,0,19.288999557495117,True,False,False,none,123751.69030815578,17,0,0,
120.8,DYN-BENCH-01,,,0,1,0,0,30,60,0,9.112587451934814,False,False,False,greedy_dynamic_primary,23125.62142698415,1,0,0,
210.8,DYN-BENCH-02,,,0,1,0,0,30,60,0,1.0107243061065674,False,False,False,greedy_dynamic_primary,23134.16235539571,1,0,0,
450.8,DYN-BENCH-03,,,0,1,0,0,30,60,0,5.128690004348755,False,False,False,greedy_dynamic_primary,22569.866661760923,1,0,0,
570.8,DYN-BENCH-04,,,0,1,0,0,30,60,0,0.6331002712249756,False,False,False,greedy_dynamic_primary,21749.24472646108,1,0,0,
870.8,DYN-BENCH-05,,,0,1,0,0,30,60,0,0.777698278427124,False,False,False,greedy_dynamic_primary,19603.105911304006,1,0,0,
930.8,DYN-BENCH-06,,,0,1,0,0,30,60,0,6.805282354354858,False,False,False,greedy_dynamic_primary,16557.347585282652,1,0,0,
1140.8,DYN-BENCH-07,,,0,1,0,0,30,60,0,1.4769222736358643,False,False,False,greedy_dynamic_primary,19010.04135478998,1,0,0,
1290.8,DYN-BENCH-08,,,0,1,0,0,30,60,0,1.5158977508544922,False,False,False,greedy_dynamic_primary,19769.06887539452,1,0,0,
1560.8,DYN-BENCH-09,,,0,1,0,0,30,60,0,7.6033220291137695,False,False,False,greedy_dynamic_primary,1232.5096457200375,0,0,1,
1740.8,DYN-BENCH-10,,,0,1,0,0,30,60,0,6.343824863433838,False,False,False,greedy_dynamic_primary,2052.113426914282,0,0,1,
